,IEEE_123_feeder_0/charge_EV6,IEEE_123_feeder_0/charge_EV5,IEEE_123_feeder_0/charge_EV4,IEEE_123_feeder_0/charge_EV3,IEEE_123_feeder_0/charge_EV2,IEEE_123_feeder_0/charge_EV1,time,feeder_load(real)
0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,2853.1696113942044
1,200.0,200.0,200.0,200.0,200.0,200.0,0.08333333333333333,2880.0226470707694
2,200.0,200.0,200.0,200.0,200.0,200.0,0.16666666666666666,2841.9850733177154
3,200.0,200.0,200.0,200.0,200.0,200.0,0.25,2852.3352129326927
4,200.0,200.0,200.0,200.0,200.0,200.0,0.3333333333333333,2846.935803184758
5,200.0,200.0,200.0,200.0,200.0,200.0,0.4166666666666667,2827.9240518904926
6,200.0,200.0,200.0,200.0,200.0,200.0,0.5,2834.424737185422
7,200.0,200.0,200.0,200.0,200.0,200.0,0.5833333333333334,2833.101120740694
8,200.0,200.0,200.0,200.0,200.0,200.0,0.6666666666666666,2832.381071226555
9,200.0,200.0,200.0,200.0,200.0,200.0,0.75,2803.076464135282
10,200.0,200.0,200.0,200.0,200.0,200.0,0.8333333333333334,2796.9225625240488
11,200.0,200.0,200.0,200.0,200.0,200.0,0.9166666666666666,2800.4075824183315
12,200.0,200.0,200.0,200.0,200.0,200.0,1.0,2802.896051355583
13,200.0,200.0,200.0,200.0,200.0,200.0,1.0833333333333333,2799.35276351537
14,200.0,200.0,200.0,200.0,200.0,200.0,1.1666666666666667,2804.489900388958
15,200.0,200.0,200.0,200.0,200.0,200.0,1.25,2803.5102889129807
16,200.0,200.0,200.0,200.0,200.0,200.0,1.3333333333333333,2786.040857272778
17,200.0,200.0,200.0,200.0,200.0,200.0,1.4166666666666667,2791.611669588396
18,200.0,200.0,200.0,200.0,200.0,200.0,1.5,2769.260076319182
19,200.0,200.0,200.0,200.0,200.0,200.0,1.5833333333333333,2763.2846880046404
20,200.0,200.0,200.0,200.0,200.0,200.0,1.6666666666666667,2775.621721736523
21,200.0,200.0,200.0,200.0,200.0,200.0,1.75,2772.8441291084064
22,200.0,200.0,200.0,200.0,200.0,200.0,1.8333333333333333,2760.197297643498
23,200.0,200.0,200.0,200.0,200.0,200.0,1.9166666666666667,2764.715735601849
24,200.0,200.0,200.0,200.0,200.0,200.0,2.0,2761.475054686266
25,200.0,200.0,200.0,200.0,200.0,200.0,2.0833333333333335,2771.369341572217
26,200.0,200.0,200.0,200.0,200.0,200.0,2.1666666666666665,2752.437329387813
27,200.0,200.0,200.0,200.0,200.0,200.0,2.25,2760.8227043911097
28,200.0,200.0,200.0,200.0,200.0,200.0,2.3333333333333335,2757.297431285266
29,200.0,200.0,200.0,200.0,200.0,200.0,2.4166666666666665,2760.608541503523
30,200.0,200.0,200.0,200.0,200.0,200.0,2.5,2749.4717517302993
31,200.0,200.0,200.0,200.0,200.0,200.0,2.5833333333333335,2760.650759234986
32,200.0,200.0,200.0,200.0,200.0,200.0,2.6666666666666665,2757.9647700213345
33,200.0,200.0,200.0,200.0,200.0,200.0,2.75,2753.436110660086
34,200.0,200.0,200.0,200.0,200.0,200.0,2.8333333333333335,2740.401358775792
35,200.0,200.0,200.0,200.0,200.0,200.0,2.9166666666666665,2735.464696505479
36,200.0,200.0,200.0,200.0,200.0,200.0,3.0,2752.2686601304495
37,200.0,200.0,200.0,200.0,200.0,200.0,3.0833333333333335,2745.443420330693
38,200.0,200.0,200.0,200.0,200.0,200.0,3.1666666666666665,2752.0990143622985
39,200.0,200.0,200.0,200.0,200.0,200.0,3.25,2753.8876584445566
40,200.0,200.0,200.0,200.0,200.0,200.0,3.3333333333333335,2756.2259060812958
41,200.0,200.0,200.0,200.0,200.0,200.0,3.4166666666666665,2761.843756651963
42,200.0,200.0,200.0,200.0,200.0,200.0,3.5,2747.4706591823638
43,200.0,200.0,200.0,200.0,200.0,200.0,3.5833333333333335,2748.553638256498
44,200.0,200.0,200.0,200.0,200.0,200.0,3.6666666666666665,2740.3133696858094
45,200.0,200.0,200.0,200.0,200.0,200.0,3.75,2742.2874737191455
46,200.0,200.0,200.0,200.0,200.0,200.0,3.8333333333333335,2758.271318655971
47,200.0,200.0,200.0,200.0,200.0,200.0,3.9166666666666665,2760.9543164389574
48,200.0,200.0,200.0,200.0,200.0,200.0,4.0,2765.761800633052
49,200.0,200.0,200.0,200.0,200.0,200.0,4.083333333333333,2769.0660050726037
50,200.0,200.0,200.0,200.0,200.0,200.0,4.166666666666667,2769.3930930785446
51,200.0,200.0,200.0,200.0,200.0,200.0,4.25,2761.9474177815614
52,200.0,200.0,200.0,200.0,200.0,200.0,4.333333333333333,2746.184604908538
53,200.0,200.0,200.0,200.0,200.0,200.0,4.416666666666667,2766.107349555934
54,200.0,200.0,200.0,200.0,200.0,200.0,4.5,2774.047499877474
55,200.0,200.0,200.0,200.0,200.0,200.0,4.583333333333333,2776.4474443920335
56,200.0,200.0,200.0,200.0,200.0,200.0,4.666666666666667,2771.8868947223464
57,200.0,200.0,200.0,200.0,200.0,200.0,4.75,2754.7761315383377
58,200.0,200.0,200.0,200.0,200.0,200.0,4.833333333333333,2767.5505394985876
59,200.0,200.0,200.0,200.0,200.0,200.0,4.916666666666667,2792.6394220751827
60,200.0,200.0,200.0,200.0,200.0,200.0,5.0,2795.000497417449
61,200.0,200.0,200.0,200.0,200.0,200.0,5.083333333333333,2777.358186069308
62,200.0,200.0,200.0,200.0,200.0,200.0,5.166666666666667,2784.8420657069955
63,200.0,200.0,200.0,200.0,200.0,200.0,5.25,2790.135057548984
64,200.0,200.0,200.0,200.0,200.0,200.0,5.333333333333333,2789.655499007342
65,200.0,200.0,200.0,200.0,200.0,200.0,5.416666666666667,2801.9397168967826
66,200.0,200.0,200.0,200.0,200.0,200.0,5.5,2815.2149790057215
67,200.0,200.0,200.0,200.0,200.0,200.0,5.583333333333333,2827.8333061575668
68,200.0,200.0,200.0,200.0,200.0,200.0,5.666666666666667,2807.461950379634
69,200.0,200.0,200.0,200.0,200.0,200.0,5.75,2804.097554377286
70,200.0,200.0,200.0,200.0,200.0,200.0,5.833333333333333,2817.479804637186
71,200.0,200.0,200.0,200.0,200.0,200.0,5.916666666666667,2834.00050741834
72,200.0,200.0,200.0,200.0,200.0,200.0,6.0,2854.086338463242
73,200.0,200.0,200.0,200.0,200.0,200.0,6.083333333333333,2878.3651327655175
74,200.0,200.0,200.0,200.0,200.0,200.0,6.166666666666667,2890.1911833867744
75,200.0,200.0,200.0,200.0,200.0,200.0,6.25,2902.363702292183
76,200.0,200.0,200.0,200.0,200.0,200.0,6.333333333333333,2914.494559822233
77,200.0,200.0,200.0,200.0,200.0,200.0,6.416666666666667,2923.8010888628755
78,200.0,200.0,200.0,200.0,200.0,200.0,6.5,2903.3298125430524
79,200.0,200.0,200.0,200.0,200.0,200.0,6.583333333333333,2920.521336775431
80,200.0,200.0,200.0,200.0,200.0,200.0,6.666666666666667,2938.6212583501683
81,200.0,200.0,200.0,200.0,200.0,200.0,6.75,2944.429740777095
82,200.0,200.0,200.0,200.0,200.0,200.0,6.833333333333333,2977.1940589012042
83,200.0,200.0,200.0,200.0,200.0,200.0,6.916666666666667,2976.731396916589
84,200.0,200.0,200.0,200.0,200.0,200.0,7.0,2989.5184600826356
85,200.0,200.0,200.0,200.0,200.0,200.0,7.083333333333333,3050.4501810225283
86,200.0,200.0,200.0,200.0,200.0,200.0,7.166666666666667,3066.0888866391897
87,200.0,200.0,200.0,200.0,200.0,200.0,7.25,3051.1177683098686
88,200.0,200.0,200.0,200.0,200.0,200.0,7.333333333333333,3060.3661799975102
89,200.0,200.0,200.0,200.0,200.0,200.0,7.416666666666667,3097.9902881434587
90,200.0,200.0,200.0,200.0,200.0,200.0,7.5,3137.0815978602113
91,200.0,200.0,200.0,200.0,200.0,200.0,7.583333333333333,3124.749350141591
92,200.0,200.0,200.0,200.0,200.0,200.0,7.666666666666667,3161.865552132657
93,200.0,200.0,200.0,200.0,200.0,200.0,7.75,3188.8941099819135
94,200.0,200.0,200.0,200.0,200.0,200.0,7.833333333333333,3208.889788979149
95,200.0,200.0,200.0,200.0,200.0,200.0,7.916666666666667,3232.894140043173
